locations_no;lie_city;lie_city_part;lie_street;lie_housenoonly;lie_housenoonlyext;flurstueck;rechtswert;hochwert;wohneinheiten;geweinheiten;rvfarbe;rvname;dpsid;hamikrorohr;aplaufgelegt;hakabelfasern;hakabelspleiss;kntname;odfspleiss;odfkabelfasern;mfgsid;popextid;auftraggeber;assigned_user_id;popsid
LOC10560;Gerstetten;Heldenfingen;Felsenstraße;6;-;-;578912.78;5384273.0;1;0;rot;HLDFG-HA1x10ws-RVT07-04-05;HLDFG-RVT-07;weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;115-116;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10597;Gerstetten;Heldenfingen;Friedhofstraße;20;-;-;578904.18;5384069.0;1;0;rot;HLDFG-HA1x10ws-sw-RVT05-03-017;HLDFG-RVT-05;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;115-116;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10868;Gerstetten;Heldenfingen;Vordere Gasse;7;-;-;578542.01;5383985.0;1;0;schwarz;HLDFG-HA1x10br-RVT03-05-07;HLDFG-RVT-03;braun;1-2;12 F (1x12);2;HLDFG-RVT-03;115-116;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10511;Gerstetten;Heldenfingen;Brunnenäcker;11;-;-;578842.8;5384400.0;1;0;orange;HLDFG-HA1x10rs-RVT01-03-012;HLDFG-RVT-01;rosa;1-2;12 F (1x12);2;HLDFG-RVT-01;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10501;Gerstetten;Heldenfingen;Breite Straße;16;-;-;578619.39;5384321.0;1;0;orange;HLDFG-HA1x10ge-RVT02-04-04;HLDFG-RVT-02;gelb;1-2;12 F (1x12);2;HLDFG-RVT-02;117-118;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10518;Gerstetten;Heldenfingen;Burrenweg;3;-;-;578926.27;5384197.0;1;0;grün;HLDFG-HA1x10gr-RVT05-01-06;HLDFG-RVT-05;grau;1-2;12 F (1x12);2;HLDFG-RVT-05;117-118;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10529;Gerstetten;Heldenfingen;Dettinger Weg;10;-;-;579056.42;5384066.0;1;0;grün;HLDFG-HA1x10ws-RVT06-02-05;HLDFG-RVT-06;weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;117-118;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10550;Gerstetten;Heldenfingen;Enzianweg;4;-;-;579133.89;5384455.0;1;0;rot;HLDFG-HA1x10or-RVT08-03-011;HLDFG-RVT-08;orange;1-2;12 F (1x12);2;HLDFG-RVT-08;117-118;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10571;Gerstetten;Heldenfingen;Felsenstraße;19;-;-;578982.95;5384307.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT07-01-016;HLDFG-RVT-07;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;117-118;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10491;Gerstetten;Heldenfingen;Baumstraße;28;-;-;578447.96;5383904.0;1;0;orange;HLDFG-HA1x10bl-ws-RVT03-02-015;HLDFG-RVT-03;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;119-120;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10493;Gerstetten;Heldenfingen;Breite Straße;2;-;-;578696.46;5384230.0;1;0;orange;HLDFG-HA1x10rt-ws-RVT02-04-013;HLDFG-RVT-02;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;119-120;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10681;Gerstetten;Heldenfingen;Kornblumenweg;5;-;-;579087.51;5384573.0;1;0;orange;HLDFG-HA1x10ws-RVT08-02-05;HLDFG-RVT-08;weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;119-120;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10778;Gerstetten;Heldenfingen;Raiffeisenstraße;5;-;-;579003.54;5384171.0;1;0;grün;HLDFG-HA1x10ge-RVT05-04-04;HLDFG-RVT-05;gelb;1-2;12 F (1x12);2;HLDFG-RVT-05;119-120;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10659;Gerstetten;Heldenfingen;Kastanienweg;16;-;-;578685.4;5384505.0;1;0;grün;HLDFG-HA1x10gn-RVT01-02-02;HLDFG-RVT-01;grün;1-2;12 F (1x12);2;HLDFG-RVT-01;93-94;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10465;Gerstetten;Heldenfingen;Anemonenweg;7;-;-;579005.24;5384581.0;1;0;grün;HLDFG-HA1x10ge-RVT08-05-04;HLDFG-RVT-08;gelb;1-2;12 F (1x12);2;HLDFG-RVT-08;121-122;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10561;Gerstetten;Heldenfingen;Felsenstraße;7;-;-;578901.28;5384282.0;1;0;rot;HLDFG-HA1x10ge-RVT07-04-04;HLDFG-RVT-07;gelb;1-2;12 F (1x12);2;HLDFG-RVT-07;121-122;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10712;Gerstetten;Heldenfingen;Max-Eyth-Straße;24;-;-;578498.84;5384078.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT03-01-014;HLDFG-RVT-03;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;121-122;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10752;Gerstetten;Heldenfingen;Molkereistraße;44;-;-;578893.08;5384136.0;1;0;grün;HLDFG-HA1x10tk-RVT05-01-09;HLDFG-RVT-05;türkis;1-2;12 F (1x12);2;HLDFG-RVT-05;121-122;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10782;Gerstetten;Heldenfingen;Raiffeisenstraße;10;-;-;579079.91;5384195.0;1;0;grün;HLDFG-HA1x10rs-RVT06-01-012;HLDFG-RVT-06;rosa;1-2;12 F (1x12);2;HLDFG-RVT-06;121-122;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10808;Gerstetten;Heldenfingen;Rüblinger Straße;14;-;-;578772.13;5384242.0;1;0;grün;HLDFG-HA1x10sw-RVT02-02-010;HLDFG-RVT-02;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-02;121-122;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10569;Gerstetten;Heldenfingen;Felsenstraße;18;-;-;578995.44;5384285.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT07-01-014;HLDFG-RVT-07;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;123-124;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10595;Gerstetten;Heldenfingen;Friedhofstraße;17;-;-;578873.69;5384083.0;1;0;rot;HLDFG-HA1x10gn-ws-RVT05-03-014;HLDFG-RVT-05;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;123-124;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10690;Gerstetten;Heldenfingen;Kurzer Weg;5;-;-;579214.46;5384156.0;1;0;orange;HLDFG-HA1x10ge-RVT06-04-04;HLDFG-RVT-06;gelb;1-2;12 F (1x12);2;HLDFG-RVT-06;123-124;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10794;Gerstetten;Heldenfingen;Ringstraße;25;-;-;579022.33;5384481.0;1;0;orange;HLDFG-HA1x10rs-RVT08-02-012;HLDFG-RVT-08;rosa;1-2;12 F (1x12);2;HLDFG-RVT-08;123-124;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10502;Gerstetten;Heldenfingen;Breite Straße;19;-;-;578572.51;5384317.0;1;0;orange;HLDFG-HA1x10gn-RVT02-04-02;HLDFG-RVT-02;grün;1-2;12 F (1x12);2;HLDFG-RVT-02;125-126;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10665;Gerstetten;Heldenfingen;Kliffstraße;5;-;-;579126.99;5384158.0;1;0;rot;HLDFG-HA1x10sw-RVT06-03-010;HLDFG-RVT-06;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-06;125-126;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10818;Gerstetten;Heldenfingen;Rüblinger Straße;26;-;-;578860.8;5384287.0;1;0;grün;HLDFG-HA1x10ws-RVT07-03-05;HLDFG-RVT-07;weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;125-126;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10849;Gerstetten;Heldenfingen;Sonnenhalde;1;-;-;578878.99;5384174.0;1;0;grün;HLDFG-HA1x10vi-RVT05-01-08;HLDFG-RVT-05;violett;1-2;12 F (1x12);2;HLDFG-RVT-05;125-126;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10677;Gerstetten;Heldenfingen;Kornblumenweg;1;-;-;579070.71;5384520.0;1;0;orange;HLDFG-HA1x10vi-RVT08-02-08;HLDFG-RVT-08;violett;1-2;12 F (1x12);2;HLDFG-RVT-08;127-128;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10785;Gerstetten;Heldenfingen;Raiffeisenstraße;15;-;-;579125.49;5384248.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT06-01-013;HLDFG-RVT-06;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;127-128;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10822;Gerstetten;Heldenfingen;Rüblinger Straße;34;-;-;578918.67;5384310.0;1;0;rot;HLDFG-HA1x10rs-RVT07-04-012;HLDFG-RVT-07;rosa;1-2;12 F (1x12);2;HLDFG-RVT-07;127-128;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10565;Gerstetten;Heldenfingen;Felsenstraße;13;-;-;578924.57;5384294.0;1;0;rot;HLDFG-HA1x10vi-RVT07-04-08;HLDFG-RVT-07;violett;1-2;12 F (1x12);2;HLDFG-RVT-07;129-130;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10682;Gerstetten;Heldenfingen;Kornblumenweg;6;-;-;579120.99;5384546.0;1;0;orange;HLDFG-HA1x10gr-RVT08-02-06;HLDFG-RVT-08;grau;1-2;12 F (1x12);2;HLDFG-RVT-08;129-130;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10718;Gerstetten;Heldenfingen;Max-Eyth-Straße;33;-;-;578466.36;5383989.0;1;0;grün;HLDFG-HA1x10vi-RVT03-01-08;HLDFG-RVT-03;violett;1-2;12 F (1x12);2;HLDFG-RVT-03;129-130;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10745;Gerstetten;Heldenfingen;Molkereistraße;30;-;-;578789.03;5384149.0;1;0;orange;HLDFG-HA1x10ws-RVT05-02-05;HLDFG-RVT-05;weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;129-130;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10864;Gerstetten;Heldenfingen;Untere Hirschstraße;27;-;-;579045.62;5384224.0;1;0;grün;HLDFG-HA1x10br-RVT06-01-07;HLDFG-RVT-06;braun;1-2;12 F (1x12);2;HLDFG-RVT-06;129-130;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10590;Gerstetten;Heldenfingen;Friedhofstraße;11;-;-;578794.82;5384036.0;1;0;rot;HLDFG-HA1x10br-RVT05-03-07;HLDFG-RVT-05;braun;1-2;12 F (1x12);2;HLDFG-RVT-05;131-132;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10667;Gerstetten;Heldenfingen;Kliffstraße;8;-;-;579144.98;5384175.0;1;0;rot;HLDFG-HA1x10vi-RVT06-03-08;HLDFG-RVT-06;violett;1-2;12 F (1x12);2;HLDFG-RVT-06;131-132;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10731;Gerstetten;Heldenfingen;Molkereistraße;7;-;-;578576.51;5384101.0;1;0;rot;HLDFG-HA1x10ge-RVT02-03-04;HLDFG-RVT-02;gelb;1-2;12 F (1x12);2;HLDFG-RVT-02;131-132;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10759;Gerstetten;Heldenfingen;Obere Hirschstraße;1;-;-;578977.05;5384249.0;1;0;orange;HLDFG-HA1x10ge-RVT07-02-04;HLDFG-RVT-07;gelb;1-2;12 F (1x12);2;HLDFG-RVT-07;131-132;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10581;Gerstetten;Heldenfingen;Flurstraße;6;-;-;578923.77;5384015.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT05-01-014;HLDFG-RVT-05;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;133-134;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10604;Gerstetten;Heldenfingen;Heuchlinger Straße;4;-;-;578681.47;5384008.0;1;0;grün;HLDFG-HA1x10sw-RVT02-01-010;HLDFG-RVT-02;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-02;133-134;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10499;Gerstetten;Heldenfingen;Breite Straße;12;-;-;578644.28;5384286.0;1;0;orange;HLDFG-HA1x10gr-RVT02-04-06;HLDFG-RVT-02;grau;1-2;12 F (1x12);2;HLDFG-RVT-02;135-136;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10578;Gerstetten;Heldenfingen;Flurstraße;2;-;-;578957.96;5384084.0;1;0;grün;HLDFG-HA1x10br-ws-RVT05-01-019;HLDFG-RVT-05;braun / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;135-136;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10523;Gerstetten;Heldenfingen;Dettinger Weg;3;-;-;578984.35;5384111.0;1;0;grün;HLDFG-HA1x10gr-RVT05-04-06;HLDFG-RVT-05;grau;1-2;12 F (1x12);2;HLDFG-RVT-05;137-138;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10732;Gerstetten;Heldenfingen;Molkereistraße;11;-;-;578598.4;5384111.0;1;0;rot;HLDFG-HA1x10ws-RVT02-03-05;HLDFG-RVT-02;weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;137-138;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10725;Gerstetten;Heldenfingen;Mittlere Dorfstraße;9;-;-;578658.08;5384105.0;1;0;rot;HLDFG-HA1x10br-RVT02-03-07;HLDFG-RVT-02;braun;1-2;12 F (1x12);2;HLDFG-RVT-02;139-140;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
